execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,query_name,query_num,tpch_sf,umbra_correctness_error,umbra_correctness_match,umbra_error,umbra_rows,umbra_time_ms
46,2026-02-03T20:12:54.822367,86.09583461657166,,,True,,15.394708141684532,2.3604591842740774,2,17.75516732595861,,26.972040999680758,6.7845419980585575,2,33.756582997739315,,13.681084150448442,2,13.681084150448442,q08,8,1.0,"Row 0 mismatch between dfc and logical: (1995, 0.03444) != (1995, 0.02865)",False,,2,20.9030001424253
47,2026-02-03T20:12:55.016843,190.6872906256467,,,True,,42.991082882508636,2.108165994286537,175,45.09924887679517,,79.67779086902738,5.343874916434288,175,85.02166578546166,,40.9662090241909,175,40.9662090241909,q09,9,1.0,"Row 0 mismatch between dfc and logical: ('ALGERIA', 1992, 45636849.4881) != ('ALGERIA', 1992, 4310013.3482)",False,,175,19.60016693919897
48,2026-02-03T20:12:55.145257,124.89787279628217,,,True,,33.28324994072318,4.514666041359305,20,37.797915982082486,,45.79045786522329,4.564249888062477,20,50.354707753285766,,31.154165975749493,20,31.154165975749493,q10,10,1.0,"Row 0 mismatch between dfc and logical: (922, 'Customer#000000922', 576767.5333, 3869.25, 'GERMANY', 'rsR9lRxyTdHbDOVt8nYbwjK5vAWH9sB', '17-945-916-9648', 'cuses cajole carefully regular idea') != (623, 'Customer#000000623', 399883.4257, 7887.6, 'INDONESIA', 'k3IlPSC4FKB13 hc6omhVs1ibvqeWEV', '19-113-202-7085', 'se around the ideas. accounts cajole blithely slyly ironic requests. b')",False,,20,5.591083085164428
49,2026-02-03T20:12:55.208143,59.317917097359896,,,True,,12.421834049746394,2.0402499940246344,2,14.462084043771029,,24.26454098895192,4.280708031728864,2,28.545249020680785,,10.710334172472358,2,10.710334172472358,q12,12,1.0,"Row 0 mismatch between dfc and logical: ('MAIL', 6202, 9324) != ('MAIL', 647, 945)",False,,2,5.600249860435724
50,2026-02-03T20:12:55.256025,44.247624929994345,,,True,,9.44858300499618,1.4405411202460527,1,10.889124125242233,,13.331499882042408,2.9011250007897615,1,16.23262488283217,,8.323458954691887,1,8.323458954691887,q14,14,1.0,"Row 0 mismatch between dfc and logical: (16.38078,) != (16.28385,)",False,,1,8.802416967228055
51,2026-02-03T20:12:55.431973,172.49045777134597,,,True,,39.8382090497762,3.8730839733034372,57,43.711293023079634,,66.51116581633687,3.816833021119237,57,70.32799883745611,,37.57691592909396,57,37.57691592909396,q18,18,1.0,"Row count mismatch: dfc=57, logical=5",False,,5,20.874249981716275
52,2026-02-03T20:12:55.529219,93.87321001850069,,,True,,22.178167011588812,3.4268340095877647,1,25.605001021176577,,39.86116708256304,6.735875038430095,1,46.59704212099314,,19.196667009964585,1,19.196667009964585,q19,19,1.0,"Row 0 mismatch between dfc and logical: (3083843.0578,) != (168597.286,)",False,,1,2.4744998663663864
53,2026-02-03T20:12:55.679185,146.6590000782162,,,True,,26.721749920397997,1.5448329504579306,4,28.266582870855927,,72.65154202468693,3.8433331064879894,4,76.49487513117492,,25.087333982810378,4,25.087333982810378,q01,1,1.0,"Row 0 mismatch between dfc and logical: ('A', 'F', 37734107.0, 56586554400.73, 53758257134.87, 55909065222.82769, 25.52201, 38273.12973, 0.04999, 1478493) != ('A', 'F', 3774200.0, 5320753880.69, 5054096266.6828, 5256751331.44923, 25.53759, 36002.12383, 0.05014, 147790)",False,,4,16.810208093374968
54,2026-02-03T20:12:55.742858,60.40741805918515,,,True,,12.67187506891787,3.1830419320613146,10,15.854917000979185,,20.807249937206507,3.8382920902222395,10,24.645542027428746,,11.864959029480815,10,11.864959029480815,q03,3,1.0,"Row 0 mismatch between dfc and logical: (492164, 390324.061, datetime.date(1995, 2, 19), 0) != (108514, 314967.0754, datetime.date(1995, 2, 20), 0)",False,,10,8.042000001296401
55,2026-02-03T20:12:55.887874,141.73991605639458,,,True,,31.821500044316053,3.129290882498026,5,34.95079092681408,,84.6197500359267,2.5992500595748425,5,87.21900009550154,,12.861582916229963,5,12.861582916229963,q04,4,1.0,"Row 0 mismatch between dfc and logical: ('1-URGENT', 10594) != ('1-URGENT', 999)",False,,5,6.708542117848992
56,2026-02-03T20:12:55.957425,66.03554193861783,,,True,,13.396542053669691,1.812292030081153,5,15.208834083750844,,23.508582962676883,4.16425010189414,5,27.672833064571023,,13.579124817624688,5,13.579124817624688,q05,5,1.0,"Row 0 mismatch between dfc and logical: ('CHINA', 53724494.2566) != ('CHINA', 7822103.0)",False,,5,9.57474997267127
57,2026-02-03T20:12:55.984458,23.693418130278587,,,True,,3.665250027552247,1.2541250325739384,1,4.919375060126185,,8.539750007912517,2.1587919909507036,1,10.69854199886322,,3.561084158718586,1,3.561084158718586,q06,6,1.0,"Row 0 mismatch between dfc and logical: (123141078.2283,) != (11803420.2534,)",False,,1,4.514416912570596
58,2026-02-03T20:12:56.060949,73.10333475470543,,,True,,15.289000002667308,2.5646670255810022,4,17.85366702824831,,24.22641683369875,7.514917058870196,4,31.741333892568946,,13.37554189376533,4,13.37554189376533,q07,7,1.0,"Row 0 mismatch between dfc and logical: ('FRANCE', 'GERMANY', 1995, 54639732.7336) != ('FRANCE', 'GERMANY', 1995, 4637235.1501)",False,,4,10.132791940122843
59,2026-02-03T20:12:56.151815,87.6324160490185,,,True,,14.44087503477931,2.4503329768776894,2,16.891208011657,,26.766082970425487,7.694875122979283,2,34.46095809340477,,13.41150002554059,2,13.41150002554059,q08,8,1.0,"Row 0 mismatch between dfc and logical: (1995, 0.03444) != (1995, 0.02865)",False,,2,22.868749918416142
60,2026-02-03T20:12:56.338814,183.20170836523175,,,True,,40.80679197795689,1.8542921170592308,175,42.66108409501612,,78.32591701298952,5.410291021689773,175,83.7362080346793,,40.83150019869208,175,40.83150019869208,q09,9,1.0,"Row 0 mismatch between dfc and logical: ('ALGERIA', 1992, 45636849.4881) != ('ALGERIA', 1992, 4310013.3482)",False,,175,15.972916036844254
61,2026-02-03T20:12:56.470018,127.67812586389482,,,True,,31.01749997586012,4.258624976500869,20,35.27612495236099,,44.331375043839216,5.507374880835414,20,49.83874992467463,,31.87958407215774,20,31.87958407215774,q10,10,1.0,"Row 0 mismatch between dfc and logical: (922, 'Customer#000000922', 576767.5333, 3869.25, 'GERMANY', 'rsR9lRxyTdHbDOVt8nYbwjK5vAWH9sB', '17-945-916-9648', 'cuses cajole carefully regular idea') != (623, 'Customer#000000623', 399883.4257, 7887.6, 'INDONESIA', 'k3IlPSC4FKB13 hc6omhVs1ibvqeWEV', '19-113-202-7085', 'se around the ideas. accounts cajole blithely slyly ironic requests. b')",False,,20,10.683666914701462
62,2026-02-03T20:12:56.531106,57.82041605561972,,,True,,12.874832842499018,1.8131670076400042,2,14.687999850139022,,22.531250026077032,4.091333132237196,2,26.622583158314228,,10.80175000242889,2,10.80175000242889,q12,12,1.0,"Row 0 mismatch between dfc and logical: ('MAIL', 6202, 9324) != ('MAIL', 647, 945)",False,,2,5.708083044737577
63,2026-02-03T20:12:56.575202,40.75570800341666,,,True,,9.414291940629482,1.4952910132706165,1,10.909582953900099,,13.196791987866163,2.7947500348091125,1,15.991542022675276,,8.73445812612772,1,8.73445812612772,q14,14,1.0,"Row 0 mismatch between dfc and logical: (16.38078,) != (16.28385,)",False,,1,5.120124900713563
64,2026-02-03T20:12:56.743182,164.53024977818131,,,True,,38.1332088727504,3.857458010315895,57,41.9906668830663,,65.25137508288026,3.525290871039033,57,68.77666595391929,,33.375625032931566,57,33.375625032931566,q18,18,1.0,"Row count mismatch: dfc=57, logical=5",False,,5,20.38729190826416
65,2026-02-03T20:12:56.833042,86.62870805710554,,,True,,19.124665996059775,2.825374947860837,1,21.950040943920612,,32.543957931920886,6.9539169780910015,1,39.49787491001189,,18.865792080760002,1,18.865792080760002,q19,19,1.0,"Row 0 mismatch between dfc and logical: (3083843.0578,) != (168597.286,)",False,,1,6.315000122413039
