execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,query_name,query_num,tpch_sf,umbra_correctness_error,umbra_correctness_match,umbra_error,umbra_rows,umbra_time_ms
11,2026-02-03T17:46:14.704249,14.615957858040929,,,True,,2.1204999648034573,1.2391249183565378,1,3.359624883159995,,2.8243749402463436,2.7370420284569263,1,5.56141696870327,,1.8417080864310265,1,1.8417080864310265,q14,14,0.1,"Row 0 mismatch between dfc and logical: (16.283855689,) != (16.283855,)",False,,1,3.8532079197466373
12,2026-02-03T17:46:14.760194,52.91074933484197,,,True,,7.140666013583541,4.025500034913421,5,11.166166048496962,,11.218083091080189,3.8011660799384117,5,15.0192491710186,,6.087624933570623,5,6.087624933570623,q18,18,0.1,"Row 0 mismatch between dfc and logical: ('Customer#000001639', 1639, 502886, datetime.date(1994, 4, 12), Decimal('456423.88'), Decimal('312.00')) != ('Customer#000001639', 1639, 502886, datetime.date(1994, 4, 12), 456423.88, 312.0)",False,,5,20.63770918175578
13,2026-02-03T17:46:14.794666,31.22766688466072,,,True,,3.644667100161314,2.758749993517995,1,6.403417093679309,,6.920750020071864,6.516999797895551,1,13.437749817967415,,3.9240000769495964,1,3.9240000769495964,q19,19,0.1,"Row 0 mismatch between dfc and logical: (Decimal('168597.2860'),) != (168597.286,)",False,,1,7.462499896064401
14,2026-02-03T17:46:14.838559,40.764250326901674,,,True,,4.9862919840961695,1.4662910252809525,4,6.452583009377122,,12.821709038689733,3.682750044390559,4,16.50445908308029,,4.089875146746635,4,4.089875146746635,q01,1,0.1,"Row 0 mismatch between dfc and logical: ('A', 'F', Decimal('3774200.00'), Decimal('5320753880.69'), Decimal('5054096266.6828'), Decimal('5256751331.449234'), 25.5375871169, 36002.1238290141, 0.0501445971, 147790) != ('A', 'F', 3774200.0, 5320753880.69, 5054096266.6828, 5256751331.449234, 25.5375871169, 36002.1238290141, 0.0501445971, 147790)",False,,4,13.717333087697625
15,2026-02-03T17:46:14.869238,27.542791096493602,,,True,,4.115000134333968,3.1221669632941484,10,7.237167097628117,,6.360250059515238,3.5767080262303352,10,9.936958085745573,,3.7471249233931303,10,3.7471249233931303,q03,3,0.1,"Row 0 mismatch between dfc and logical: (108514, Decimal('314967.0754'), datetime.date(1995, 2, 20), 0) != (108514, 314967.0754, datetime.date(1995, 2, 20), 0)",False,,10,6.621540989726782
16,2026-02-03T17:46:14.908081,35.76870774850249,,,True,,4.798999987542629,2.13425001129508,5,6.933249998837709,,17.50962482765317,2.479833085089922,5,19.98945791274309,,3.133124904707074,5,3.133124904707074,q04,4,0.1,,True,,5,5.712874932214618
17,2026-02-03T17:46:14.941184,29.858249705284834,,,True,,4.266249947249889,2.30320799164474,5,6.5694579388946295,,8.002999937161803,4.170458996668458,5,12.173458933830261,,3.9620420429855585,5,3.9620420429855585,q05,5,0.1,"Row 1 mismatch between dfc and logical: ('INDIA', Decimal('6376121.5085')) != ('INDIA', 6376121.5085)",False,,5,7.153290789574385
18,2026-02-03T17:46:14.953785,9.498541010543704,,,True,,0.8022079709917307,1.0485418606549501,1,1.8507498316466808,,1.5200830530375242,2.003666013479233,1,3.523749066516757,,0.7961669471114874,1,0.7961669471114874,q06,6,0.1,"Row 0 mismatch between dfc and logical: (Decimal('11803420.2534'),) != (11803420.2534,)",False,,1,3.327875165268779
19,2026-02-03T17:46:14.995002,38.33891707472503,,,True,,5.787499947473407,2.4307500571012497,4,8.218250004574656,,8.133915951475501,7.502875057980418,4,15.63679100945592,,5.6220421101897955,4,5.6220421101897955,q07,7,0.1,"Row 0 mismatch between dfc and logical: ('FRANCE', 'GERMANY', 1995, Decimal('4637235.1501')) != ('FRANCE', 'GERMANY', 1995, 4637235.1501)",False,,4,8.86183395050466
20,2026-02-03T17:46:15.044313,46.18658288381994,,,True,,5.229958100244403,2.2842499893158674,2,7.51420808956027,,6.9079159293323755,7.1752918884158134,2,14.083207817748189,,4.6479590237140656,2,4.6479590237140656,q08,8,0.1,"Row 0 mismatch between dfc and logical: (1995, 0.0286487413) != (1995, 0.028648)",False,,2,19.941207952797413
21,2026-02-03T17:46:15.090968,43.073832988739014,,,True,,7.904000114649534,1.80658302269876,175,9.710583137348294,,11.120749870315194,5.204166984185576,175,16.32491685450077,,7.964707911014557,175,7.964707911014557,q09,9,0.1,"Row 0 mismatch between dfc and logical: ('ALGERIA', 1992, Decimal('4310013.3482')) != ('ALGERIA', 1992, 4310013.3482)",False,,175,9.073625085875392
22,2026-02-03T17:46:15.147056,52.741749910637736,,,True,,8.630750002339482,3.7095409352332354,20,12.340290937572718,,17.749124905094504,4.320541862398386,20,22.06966676749289,,8.669417118653655,20,8.669417118653655,q10,10,0.1,"Row 0 mismatch between dfc and logical: (623, 'Customer#000000623', Decimal('399883.4257'), Decimal('7887.60'), 'INDONESIA', 'k3IlPSC4FKB13 hc6omhVs1ibvqeWEV', '19-113-202-7085', 'se around the ideas. accounts cajole blithely slyly ironic requests. b') != (623, 'Customer#000000623', 399883.4257, 7887.6, 'INDONESIA', 'k3IlPSC4FKB13 hc6omhVs1ibvqeWEV', '19-113-202-7085', 'se around the ideas. accounts cajole blithely slyly ironic requests. b')",False,,20,9.662375086918473
23,2026-02-03T17:46:15.179301,29.101042076945305,,,True,,3.6092500668019056,1.691750017926097,2,5.3010000847280025,,6.044709123671055,4.463874967768788,2,10.508584091439843,,3.284999867901206,2,3.284999867901206,q12,12,0.1,,True,,2,10.006458032876253
24,2026-02-03T17:46:15.198370,16.032750252634287,,,True,,2.0157501567155123,1.5134578570723534,1,3.5292080137878656,,3.48966708406806,2.7230000123381615,1,6.212667096406221,,1.8766249995678663,1,1.8766249995678663,q14,14,0.1,"Row 0 mismatch between dfc and logical: (16.283855689,) != (16.283855,)",False,,1,4.4142501428723335
25,2026-02-03T17:46:15.255502,54.167333990335464,,,True,,7.316417060792446,3.945333184674382,5,11.261750245466828,,12.82524992711842,3.5900829825550318,5,16.415332909673452,,6.005083909258246,5,6.005083909258246,q18,18,0.1,"Row 0 mismatch between dfc and logical: ('Customer#000001639', 1639, 502886, datetime.date(1994, 4, 12), Decimal('456423.88'), Decimal('312.00')) != ('Customer#000001639', 1639, 502886, datetime.date(1994, 4, 12), 456423.88, 312.0)",False,,5,20.485166925936937
26,2026-02-03T17:46:15.287923,29.147834982722998,,,True,,3.7205421831458807,2.8067089151591063,1,6.527251098304987,,6.113666808232665,6.878792075440288,1,12.992458883672953,,4.19395905919373,1,4.19395905919373,q19,19,0.1,"Row 0 mismatch between dfc and logical: (Decimal('168597.2860'),) != (168597.286,)",False,,1,5.434165941551328
27,2026-02-03T17:46:15.331649,40.45458324253559,,,True,,4.837708082050085,1.6747501213103533,4,6.512458203360438,,12.308500008657575,3.648582845926285,4,15.95708285458386,,4.622125066816807,4,4.622125066816807,q01,1,0.1,"Row 0 mismatch between dfc and logical: ('A', 'F', Decimal('3774200.00'), Decimal('5320753880.69'), Decimal('5054096266.6828'), Decimal('5256751331.449234'), 25.5375871169, 36002.1238290141, 0.0501445971, 147790) != ('A', 'F', 3774200.0, 5320753880.69, 5054096266.6828, 5256751331.449234, 25.5375871169, 36002.1238290141, 0.0501445971, 147790)",False,,4,13.362917117774487
28,2026-02-03T17:46:15.362241,27.44416706264019,,,True,,4.027624847367406,3.356875153258443,10,7.384500000625849,,6.041249958798289,3.6121250595897436,10,9.653375018388033,,4.107167012989521,10,4.107167012989521,q03,3,0.1,"Row 0 mismatch between dfc and logical: (108514, Decimal('314967.0754'), datetime.date(1995, 2, 20), 0) != (108514, 314967.0754, datetime.date(1995, 2, 20), 0)",False,,10,6.299125030636787
29,2026-02-03T17:46:15.401715,36.126916063949466,,,True,,4.575291182845831,2.144708065316081,5,6.719999248161912,,17.404666868969798,2.380792051553726,5,19.785458920523524,,3.7401248700916767,5,3.7401248700916767,q04,4,0.1,,True,,5,5.881333025172353
30,2026-02-03T17:46:15.438299,33.367331605404615,,,True,,4.211208084598184,1.7687499057501554,5,5.979957990348339,,7.111124927178025,3.837957978248596,5,10.949082905426621,,4.245832795277238,5,4.245832795277238,q05,5,0.1,"Row 1 mismatch between dfc and logical: ('INDIA', Decimal('6376121.5085')) != ('INDIA', 6376121.5085)",False,,5,12.192457914352417
31,2026-02-03T17:46:15.453920,12.2499184217304,,,True,,0.8245001081377268,1.0217500384896994,1,1.8462501466274261,,1.576709095388651,2.5049170944839716,1,4.0816261898726225,,0.8270831312984228,1,0.8270831312984228,q06,6,0.1,"Row 0 mismatch between dfc and logical: (Decimal('11803420.2534'),) != (11803420.2534,)",False,,1,5.494958953931928
32,2026-02-03T17:46:15.498273,41.42974899150431,,,True,,6.183041958138347,2.473750151693821,4,8.656792109832168,,7.432665908709168,7.605666993185878,4,15.038332901895046,,5.941540934145451,4,5.941540934145451,q07,7,0.1,"Row 0 mismatch between dfc and logical: ('FRANCE', 'GERMANY', 1995, Decimal('4637235.1501')) != ('FRANCE', 'GERMANY', 1995, 4637235.1501)",False,,4,11.793083045631647
33,2026-02-03T17:46:15.549601,48.02270722575486,,,True,,5.076291039586067,2.4123340845108032,2,7.48862512409687,,7.446458097547293,6.664207903668284,2,14.110666001215577,,4.553708015009761,2,4.553708015009761,q08,8,0.1,"Row 0 mismatch between dfc and logical: (1995, 0.0286487413) != (1995, 0.028648)",False,,2,21.86970808543265
34,2026-02-03T17:46:15.596769,43.69591805152595,,,True,,7.324458099901676,1.8483339808881283,175,9.172792080789804,,11.12341694533825,6.146916886791587,175,17.270333832129836,,7.834584219381213,175,7.834584219381213,q09,9,0.1,"Row 0 mismatch between dfc and logical: ('ALGERIA', 1992, Decimal('4310013.3482')) != ('ALGERIA', 1992, 4310013.3482)",False,,175,9.418207919225097
35,2026-02-03T17:46:15.648601,48.52850106544793,,,True,,8.380209095776081,3.827374894171953,20,12.207583989948034,,14.031541999429464,4.550958052277565,20,18.58250005170703,,8.578917011618614,20,8.578917011618614,q10,10,0.1,"Row 0 mismatch between dfc and logical: (623, 'Customer#000000623', Decimal('399883.4257'), Decimal('7887.60'), 'INDONESIA', 'k3IlPSC4FKB13 hc6omhVs1ibvqeWEV', '19-113-202-7085', 'se around the ideas. accounts cajole blithely slyly ironic requests. b') != (623, 'Customer#000000623', 399883.4257, 7887.6, 'INDONESIA', 'k3IlPSC4FKB13 hc6omhVs1ibvqeWEV', '19-113-202-7085', 'se around the ideas. accounts cajole blithely slyly ironic requests. b')",False,,20,9.159500012174249
36,2026-02-03T17:46:15.676947,25.12320806272328,,,True,,3.613458015024662,1.69412512332201,2,5.307583138346672,,5.675999913364649,4.021957982331514,2,9.697957895696163,,3.2390840351581573,2,3.2390840351581573,q12,12,0.1,,True,,2,6.878582993522286
37,2026-02-03T17:46:15.694689,14.804959064349532,,,True,,1.9585001282393932,1.334457891061902,1,3.2929580193012953,,2.721874974668026,2.695375122129917,1,5.417250096797943,,1.8168340902775526,1,1.8168340902775526,q14,14,0.1,"Row 0 mismatch between dfc and logical: (16.283855689,) != (16.283855,)",False,,1,4.277916857972741
38,2026-02-03T17:46:15.752297,54.72116591408849,,,True,,7.8574582003057,4.411333939060569,5,12.268792139366269,,13.082874938845634,3.620707895606756,5,16.70358283445239,,6.053582997992635,5,6.053582997992635,q18,18,0.1,"Row 0 mismatch between dfc and logical: ('Customer#000001639', 1639, 502886, datetime.date(1994, 4, 12), Decimal('456423.88'), Decimal('312.00')) != ('Customer#000001639', 1639, 502886, datetime.date(1994, 4, 12), 456423.88, 312.0)",False,,5,19.695207942277193
39,2026-02-03T17:46:15.791313,35.770416958257556,,,True,,3.884166944772005,2.7949169743806124,1,6.6790839191526175,,6.9612921215593815,6.078165955841541,1,13.039458077400923,,3.719584085047245,1,3.719584085047245,q19,19,0.1,"Row 0 mismatch between dfc and logical: (Decimal('168597.2860'),) != (168597.286,)",False,,1,12.33229087665677
40,2026-02-03T17:46:15.838466,43.888249434530735,,,True,,4.783208016306162,1.5132080297917128,4,6.296416046097875,,12.461917009204626,3.9232911076396704,4,16.385208116844296,,4.2503331787884235,4,4.2503331787884235,q01,1,0.1,"Row 0 mismatch between dfc and logical: ('A', 'F', Decimal('3774200.00'), Decimal('5320753880.69'), Decimal('5054096266.6828'), Decimal('5256751331.449234'), 25.5375871169, 36002.1238290141, 0.0501445971, 147790) != ('A', 'F', 3774200.0, 5320753880.69, 5054096266.6828, 5256751331.449234, 25.5375871169, 36002.1238290141, 0.0501445971, 147790)",False,,4,16.95629209280014
41,2026-02-03T17:46:15.867875,25.981792714446783,,,True,,4.154624883085489,3.7709998432546854,10,7.925624726340175,,6.653666961938143,3.518667072057724,10,10.172334033995867,,3.728416981175542,10,3.728416981175542,q03,3,0.1,"Row 0 mismatch between dfc and logical: (108514, Decimal('314967.0754'), datetime.date(1995, 2, 20), 0) != (108514, 314967.0754, datetime.date(1995, 2, 20), 0)",False,,10,4.1554169729352
42,2026-02-03T17:46:15.906559,35.564706893637776,,,True,,4.656041972339153,2.6466657873243093,5,7.302707759663463,,16.99975016526878,2.4108330253511667,5,19.410583190619946,,3.2908329740166664,5,3.2908329740166664,q04,4,0.1,,True,,5,5.560582969337702
43,2026-02-03T17:46:15.943465,33.379290252923965,,,True,,4.13633300922811,1.7996670212596655,5,5.936000030487776,,7.1387081407010555,3.8226661272346973,5,10.961374267935753,,4.129457985982299,5,4.129457985982299,q05,5,0.1,"Row 1 mismatch between dfc and logical: ('INDIA', Decimal('6376121.5085')) != ('INDIA', 6376121.5085)",False,,5,12.352457968518138
44,2026-02-03T17:46:15.955962,9.411167819052935,,,True,,0.8809999562799931,1.0202080011367798,1,1.9012079574167728,,1.5517089050263166,2.042541978880763,1,3.5942508839070797,,0.8191671222448349,1,0.8191671222448349,q06,6,0.1,"Row 0 mismatch between dfc and logical: (Decimal('11803420.2534'),) != (11803420.2534,)",False,,1,3.096541855484247
45,2026-02-03T17:46:15.997619,38.697789423167706,,,True,,6.035290891304612,2.4323328398168087,4,8.46762373112142,,7.776540936902165,8.054457837715745,4,15.83099877461791,,5.572083871811628,4,5.572083871811628,q07,7,0.1,"Row 0 mismatch between dfc and logical: ('FRANCE', 'GERMANY', 1995, Decimal('4637235.1501')) != ('FRANCE', 'GERMANY', 1995, 4637235.1501)",False,,4,8.827083045616746
46,2026-02-03T17:46:16.052254,51.43887596204877,,,True,,5.6349169462919235,2.3470420856028795,2,7.981959031894803,,7.295000134035945,6.736957933753729,2,14.031958067789674,,4.968374967575073,2,4.968374967575073,q08,8,0.1,"Row 0 mismatch between dfc and logical: (1995, 0.0286487413) != (1995, 0.028648)",False,,2,24.45658389478922
47,2026-02-03T17:46:16.099176,43.47700183279812,,,True,,7.823416963219643,1.8129998352378607,175,9.636416798457503,,11.716833803802729,5.152375204488635,175,16.869209008291364,,7.952583953738213,175,7.952583953738213,q09,9,0.1,"Row 0 mismatch between dfc and logical: ('ALGERIA', 1992, Decimal('4310013.3482')) != ('ALGERIA', 1992, 4310013.3482)",False,,175,9.018792072311044
48,2026-02-03T17:46:16.151865,49.36808533966541,,,True,,8.923792047426105,4.709500120952725,20,13.63329216837883,,14.083834132179618,4.511125152930617,20,18.594959285110235,,8.465916849672794,20,8.465916849672794,q10,10,0.1,"Row 0 mismatch between dfc and logical: (623, 'Customer#000000623', Decimal('399883.4257'), Decimal('7887.60'), 'INDONESIA', 'k3IlPSC4FKB13 hc6omhVs1ibvqeWEV', '19-113-202-7085', 'se around the ideas. accounts cajole blithely slyly ironic requests. b') != (623, 'Customer#000000623', 399883.4257, 7887.6, 'INDONESIA', 'k3IlPSC4FKB13 hc6omhVs1ibvqeWEV', '19-113-202-7085', 'se around the ideas. accounts cajole blithely slyly ironic requests. b')",False,,20,8.673917036503553
49,2026-02-03T17:46:16.179730,24.699083995074034,,,True,,3.703583963215351,1.796916825696826,2,5.500500788912177,,6.099709076806903,3.8649579510092735,2,9.964667027816176,,3.2406661193817854,2,3.2406661193817854,q12,12,0.1,,True,,2,5.993250058963895
50,2026-02-03T17:46:16.197872,14.69824998639524,,,True,,1.9519170746207237,1.3870408292859793,1,3.338957903906703,,3.0226248782128096,2.8894999995827675,1,5.912124877795577,,1.740375068038702,1,1.740375068038702,q14,14,0.1,"Row 0 mismatch between dfc and logical: (16.283855689,) != (16.283855,)",False,,1,3.7067921366542578
51,2026-02-03T17:46:16.254156,53.27887646853924,,,True,,8.13937489874661,3.9015840739011765,5,12.040958972647786,,12.570958817377687,3.7188748829066753,5,16.289833700284362,,6.423749960958958,5,6.423749960958958,q18,18,0.1,"Row 0 mismatch between dfc and logical: ('Customer#000001639', 1639, 502886, datetime.date(1994, 4, 12), Decimal('456423.88'), Decimal('312.00')) != ('Customer#000001639', 1639, 502886, datetime.date(1994, 4, 12), 456423.88, 312.0)",False,,5,18.524333834648132
52,2026-02-03T17:46:16.286753,29.327999334782362,,,True,,3.856833092868328,3.365750191733241,1,7.222583284601569,,6.432624999433756,6.167290965095162,1,12.599915964528918,,4.148625070229173,1,4.148625070229173,q19,19,0.1,"Row 0 mismatch between dfc and logical: (Decimal('168597.2860'),) != (168597.286,)",False,,1,5.356875015422702
53,2026-02-03T17:46:16.332419,42.49400016851723,,,True,,4.373375093564391,1.4904581476002932,4,5.863833241164684,,12.90970784612,3.5896669141948223,4,16.499374760314822,,4.841041984036565,4,4.841041984036565,q01,1,0.1,"Row 0 mismatch between dfc and logical: ('A', 'F', Decimal('3774200.00'), Decimal('5320753880.69'), Decimal('5054096266.6828'), Decimal('5256751331.449234'), 25.5375871169, 36002.1238290141, 0.0501445971, 147790) != ('A', 'F', 3774200.0, 5320753880.69, 5054096266.6828, 5256751331.449234, 25.5375871169, 36002.1238290141, 0.0501445971, 147790)",False,,4,15.28975018300116
54,2026-02-03T17:46:16.371453,36.0186651814729,,,True,,4.35279100202024,3.18716699257493,10,7.53995799459517,,6.85545802116394,3.5621251445263624,10,10.417583165690303,,4.127583000808954,10,4.127583000808954,q03,3,0.1,"Row 0 mismatch between dfc and logical: (108514, Decimal('314967.0754'), datetime.date(1995, 2, 20), 0) != (108514, 314967.0754, datetime.date(1995, 2, 20), 0)",False,,10,13.93354102037847
55,2026-02-03T17:46:16.411863,37.18078997917473,,,True,,4.937124904245138,2.8408749494701624,5,7.777999853715301,,17.90037495084107,2.439958043396473,5,20.340332994237542,,3.63354105502367,5,3.63354105502367,q04,4,0.1,,True,,5,5.42891607619822
56,2026-02-03T17:46:16.446014,30.871668364852667,,,True,,4.460708005353808,1.8372919876128435,5,6.297999992966652,,7.333291927352548,3.9775841869413853,5,11.310876114293933,,4.221209092065692,5,4.221209092065692,q05,5,0.1,"Row 1 mismatch between dfc and logical: ('INDIA', Decimal('6376121.5085')) != ('INDIA', 6376121.5085)",False,,5,9.04158316552639
57,2026-02-03T17:46:16.459695,10.446208762004972,,,True,,0.8429170120507479,1.0371669195592403,1,1.8800839316099882,,1.4205838087946177,2.0942501723766327,1,3.5148339811712503,,0.7900409400463104,1,0.7900409400463104,q06,6,0.1,"Row 0 mismatch between dfc and logical: (Decimal('11803420.2534'),) != (11803420.2534,)",False,,1,4.2612499091774225
58,2026-02-03T17:46:16.502725,39.99699908308685,,,True,,6.989290937781334,2.4214161094278097,4,9.410707047209144,,9.9799579475075,7.6870000921189785,4,17.66695803962648,,5.7364171370863914,4,5.7364171370863914,q07,7,0.1,"Row 0 mismatch between dfc and logical: ('FRANCE', 'GERMANY', 1995, Decimal('4637235.1501')) != ('FRANCE', 'GERMANY', 1995, 4637235.1501)",False,,4,7.182916859164834
59,2026-02-03T17:46:16.561210,50.82508409395814,,,True,,6.55887508764863,2.4124172050505877,2,8.971292292699218,,7.825791835784912,7.823582971468568,2,15.64937480725348,,6.655584089457989,2,6.655584089457989,q08,8,0.1,"Row 0 mismatch between dfc and logical: (1995, 0.0286487413) != (1995, 0.028648)",False,,2,19.548832904547453
60,2026-02-03T17:46:16.616294,51.498167449608445,,,True,,8.672458119690418,1.8574169371277094,175,10.529875056818128,,13.077208073809743,5.406250013038516,175,18.48345808684826,,7.751709083095193,175,7.751709083095193,q09,9,0.1,"Row 0 mismatch between dfc and logical: ('ALGERIA', 1992, Decimal('4310013.3482')) != ('ALGERIA', 1992, 4310013.3482)",False,,175,14.733125222846866
61,2026-02-03T17:46:16.686359,66.86116708442569,,,True,,8.690417045727372,3.8561250548809767,20,12.546542100608349,,15.898624900728464,5.091791972517967,20,20.99041687324643,,9.164249990135431,20,9.164249990135431,q10,10,0.1,"Row 0 mismatch between dfc and logical: (623, 'Customer#000000623', Decimal('399883.4257'), Decimal('7887.60'), 'INDONESIA', 'k3IlPSC4FKB13 hc6omhVs1ibvqeWEV', '19-113-202-7085', 'se around the ideas. accounts cajole blithely slyly ironic requests. b') != (623, 'Customer#000000623', 399883.4257, 7887.6, 'INDONESIA', 'k3IlPSC4FKB13 hc6omhVs1ibvqeWEV', '19-113-202-7085', 'se around the ideas. accounts cajole blithely slyly ironic requests. b')",False,,20,24.159958120435476
62,2026-02-03T17:46:16.712302,22.735957987606525,,,True,,3.7274579517543316,2.11070803925395,2,5.838165991008282,,5.802083993330598,4.228957928717136,2,10.031041922047734,,3.2988751772791147,2,3.2988751772791147,q12,12,0.1,,True,,2,3.5678748972713947
63,2026-02-03T17:46:16.728499,13.076959643512964,,,True,,1.8449588678777218,1.4201251324266195,1,3.2650840003043413,,2.7411668561398983,2.7408339083194733,1,5.482000764459372,,1.9491668790578842,1,1.9491668790578842,q14,14,0.1,"Row 0 mismatch between dfc and logical: (16.283855689,) != (16.283855,)",False,,1,2.380707999691367
64,2026-02-03T17:46:16.800333,68.61829338595271,,,True,,7.355917012318969,3.874249989166856,5,11.230167001485825,,12.720709200948477,3.5606250166893005,5,16.281334217637777,,6.058334140107036,5,6.058334140107036,q18,18,0.1,"Row 0 mismatch between dfc and logical: ('Customer#000001639', 1639, 502886, datetime.date(1994, 4, 12), Decimal('456423.88'), Decimal('312.00')) != ('Customer#000001639', 1639, 502886, datetime.date(1994, 4, 12), 456423.88, 312.0)",False,,5,35.048458026722074
65,2026-02-03T17:46:16.831476,27.824041666463017,,,True,,3.6625408101826906,2.8412500396370888,1,6.503790849819779,,6.403291830793023,6.765458034351468,1,13.168749865144491,,4.304416943341494,1,4.304416943341494,q19,19,0.1,"Row 0 mismatch between dfc and logical: (Decimal('168597.2860'),) != (168597.286,)",False,,1,3.8470840081572533
